Title,Authors,Journal,Year,Volume,Issue,Pages,DOI,Abstract,Keywords
The effect of an artificial intelligence algorithm on chest X-ray interpretation of radiology residents,"Pekçevik, Y.; Orbatu, D.; Güngör, F.; Yıldırım, O.; Yaşar, E.; Yimer, M. A.; Şişman, A. R.; Emiroğlu, M.; Dao, L.; Cohen, J. P.; Sevinç, S.",Br J Radiol,2022,95,1139,20210688,10.1259/bjr.20210688,"OBJECTIVE: Chest X-rays are the most commonly performed diagnostic examinations. An artificial intelligence (AI) system that evaluates the images fast and accurately help reducing workflow and management of the patients. An automated assistant may reduce the time of interpretation in daily practice. We aim to investigate whether radiology residents consider the recommendations of an AI system for their final decisions, and to assess the diagnostic performances of the residents and the AI system. METHODS: Posteroanterior (PA) chest X-rays with confirmed diagnosis were evaluated by 10 radiology residents. After interpretation, the residents checked the evaluations of the AI Algorithm and made their final decisions. Diagnostic performances of the residents without AI and after checking the AI results were compared. RESULTS: Residents' diagnostic performance for all radiological findings had a mean sensitivity of 37.9% (vs 39.8% with AI support), a mean specificity of 93.9% (vs 93.9% with AI support). The residents obtained a mean AUC of 0.660 vs 0.669 with AI support. The AI algorithm diagnostic accuracy, measured by the overall mean AUC, was 0.789. No significant difference was detected between decisions taken with and without the support of AI. CONCLUSION: Although, the AI algorithm diagnostic accuracy were higher than the residents, the radiology residents did not change their final decisions after reviewing AI recommendations. In order to benefit from these tools, the recommendations of the AI system must be more precise to the user. ADVANCES IN KNOWLEDGE: This research provides information about the willingness or resistance of radiologists to work with AI technologies via diagnostic performance tests. It also shows the diagnostic performance of an existing AI algorithm, determined by real-life data.",Humans; *Artificial Intelligence; X-Rays; *Radiology/methods; Algorithms; Radiologists
The paradoxical transparency of opaque machine learning,"Lo, F. T. H.",AI and Society,2024,39,3,1397-1409,10.1007/s00146-022-01616-7,"This paper examines the paradoxical transparency involved in training machine-learning models. Existing literature typically critiques the opacity of machine-learning models such as neural networks or collaborative filtering, a type of critique that parallels the black-box critique in technology studies. Accordingly, people in power may leverage the models’ opacity to justify a biased result without subjecting the technical operations to public scrutiny, in what Dan McQuillan metaphorically depicts as an “algorithmic state of exception”. This paper attempts to differentiate the black-box abstraction that wraps around complex computational systems from the opacity of machine-learning models. It contends that the degree of asymmetry in knowledge is greater in the former than the latter. In the case of software systems, software codes are difficult to understand as only software experts with sufficient domain knowledge are equipped to formulate a sound critique. In contrast, the meanings of trained parameters in a machine-learning model are obscure even to the data scientists who configure and train the model. Hence, the asymmetry of knowledge lies only in how data examples are collected, the choice and configuration of machine-learning models, and the specification of features in model design. Under the trend of algorithmic decision-making proliferating with machine-learning heuristics, the paper contends that the more symmetric distribution of knowledge in machine learning could lead to a more transparent production process if proper policies are in place. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2022.",Algorithmic governance; Algorithmic opacity; Algorithmic state of exception; Asymmetry of knowledge; Digital democracy; Machine learning; Behavioral research; Collaborative filtering; Computer software; Decision making; Domain Knowledge; E-learning; Transparency; Algorithmics; Machine learning models; Machine-learning; Opacity
A Group Decision Making Approach Considering Self-confidence Behaviors and Its Application in Environmental Pollution Emergency Management,"Liu, X.; Xu, Y.; Ge, Y.; Zhang, W.; Herrera, F.",Int J Environ Res Public Health,2019,16,3,,10.3390/ijerph16030385,"Self-confidence as one of the human psychological behaviors has important influence on emergency management decision making, which has been ignored in existing methods. To fill this gap, we dedicate to design a group decision making approach considering self-confidence behaviors and apply it to the environmental pollution emergency management. In the proposed method, the self-confident fuzzy preference relations are utilized to express experts' evaluations. This new type of preference relations allow experts to express multiple self-confidence levels when providing their evaluations, which can deal with the self-confidence of them well. To apply the proposed group decision making method to environmental pollution emergency management, a novel determination of the decision weights of experts is given combining the subjective and objective weights. The subjective weight can be directly assigned by organizer, while the objective weight is determined by the self-confidence degree of experts on their evaluations. Afterwards, by utilizing the weighted averaging operator, the individuals' evaluations can be aggregated into a collective one. To do that, some operational laws for self-confident fuzzy preference relations are introduced. And then, a self-confidence score function is designed to get the best solution for environmental pollution emergency management. Finally, some analyses and discussions show that the proposed method is feasible and effective.",Algorithms; *Decision Making; Emergencies; Environmental Pollution/*prevention & control; Environmental Restoration and Remediation/*methods; Fuzzy Logic; Humans; *Self Concept; decision weight; environmental pollution emergency management; group decision making; score function; self-confidence
Flexible Fiber-Optic Scope Use in Retrieval Medicine: A Case Series,"Brown, T.; Cook, O.; Hayes-Bradley, C.",Air Med J,2024,43,5,427-432,10.1016/j.amj.2024.06.004,"OBJECTIVE: The use of flexible fiber-optic scopes is increasing across critical care specialities, but there is limited literature on their use in retrieval medicine. This study aims to describe a case series in which flexible fiber-optic scopes were used by New South Wales Ambulance Aeromedical Operations critical care teams. METHODS: A retrospective case series was performed in our service from January 1, 2019, to December 31, 2021. We searched our electronic medical retrieval database for the terms ""aScope,"" ""Awake Fibreoptic Intubation (AFOI),"" ""Fibreoptic Intubation (FOI),"" and ""Nasal Endotracheal Tube (ETT)"" to identify when a flexible fiber-optic scope was used. RESULTS: There were 16 uses of flexible fiber-optic scopes during the study period. The most common procedure was awake nasal fiber-optic intubation, which was performed during 9 cases, 7 of which were successful. Other procedures performed included 4 cases of intubation through a supraglottic airway, 1 case of an asleep fiber-optic intubation, 1 case of flexible nasoendoscopy for upper airway assessment, and 1 case of fiber-optic bronchoscopy via tracheostomy. These procedures were performed by anesthetic, emergency and intensive care doctors. This case series describes 4 of these cases in more detail. CONCLUSION: This case series demonstrates a variety of procedural and diagnostic uses for flexible fiber-optic scopes in retrieval medicine. These procedures can have an important bearing on decision making and patient management. The training and clinical governance provided by our service in this skill appears to be safe and robust with high success rates of awake fiber-optic intubations.","Adult; Aged; Female; Humans; Male; Middle Aged; Air Ambulances; Critical Care; *Fiber Optic Technology; *Intubation, Intratracheal/methods/instrumentation; New South Wales; Retrospective Studies"
"Mortality Risk Prediction in Patients With Antimelanoma Differentiation-Associated, Gene 5 Antibody-Positive, Dermatomyositis-Associated Interstitial Lung Disease: Algorithm Development and Validation","Li, H.; Zou, R.; Xin, H.; He, P.; Xi, B.; Tian, Y.; Zhao, Q.; Yan, X.; Qiu, X.; Gao, Y.; Liu, Y.; Cao, M.; Chen, B.; Han, Q.; Chen, J.; Wang, G.; Cai, H.",J Med Internet Res,2025,27,,e62836,10.2196/62836,"BACKGROUND: Patients with antimelanoma differentiation-associated gene 5 antibody-positive dermatomyositis-associated interstitial lung disease (anti-MDA5+DM-ILD) are susceptible to rapidly progressive interstitial lung disease (RP-ILD) and have a high risk of mortality. There is an urgent need for a reliable prediction model, accessible via an easy-to-use web-based tool, to evaluate the risk of death. OBJECTIVE: This study aimed to develop and validate a risk prediction model of 3-month mortality using machine learning (ML) in a large multicenter cohort of patients with anti-MDA5+DM-ILD in China. METHODS: In total, 609 consecutive patients with anti-MDA5+DM-ILD were retrospectively enrolled from 6 hospitals across China. Patient demographics and laboratory and clinical parameters were collected on admission. The primary endpoint was 3-month mortality due to all causes. Six ML algorithms (Extreme Gradient Boosting [XGBoost], logistic regression (LR), Light Gradient Boosting Machine [LightGBM], random forest [RF], support vector machine [SVM], and k-nearest neighbor [KNN]) were applied to construct and evaluate the model. RESULTS: After applying inclusion and exclusion criteria, 509 (83.6%) of the 609 patients were included in our study, divided into a training cohort (n=203, 39.9%), an internal validation cohort (n=51, 10%), and 2 external validation cohorts (n=92, 18.1%, and n=163, 32%). ML identified 8 important variables as critical for model construction: RP-ILD, erythrocyte sedimentation rate (ESR), serum albumin (ALB) level, age, C-reactive protein (CRP) level, aspartate aminotransferase (AST) level, lactate dehydrogenase (LDH) level, and the neutrophil-to-lymphocyte ratio (NLR). LR was chosen as the best algorithm for model construction, and the model demonstrated excellent performance, with an area under the receiver operating characteristic (ROC) curve (AUC) of 0.866, a sensitivity of 84.8%, and a specificity of 84.4% on the validation data set and an AUC of 0.90, a sensitivity of 85.0%, and a specificity of 83.9% on the training data set. Calibration curves and decision curve analysis (DCA) confirmed the model's accuracy and clinical applicability. Moreover, the model showed strong predictive performance in the external validation cohorts (cohort 1: AUC=0.836, 95% CI 0.754-0.916; cohort 2: AUC=0.915, 95% CI 0.871-0.959), indicating good generalizability. This model was integrated into a web-based tool to predict the 3-month mortality for patients with anti-MDA5+DM-ILD. CONCLUSIONS: We successfully developed a robust clinical prediction model and an accompanying web tool to estimate the 3-month mortality risk for patients with anti-MDA5+DM-ILD.","Humans; *Dermatomyositis/complications/mortality/blood; *Lung Diseases, Interstitial/mortality/complications; Female; Middle Aged; Male; *Interferon-Induced Helicase, IFIH1/immunology; Retrospective Studies; *Algorithms; Aged; China; Adult; Risk Assessment/methods; Machine Learning; 3-month mortality; Ml; antimelanoma differentiation–associated gene 5 antibody; clinical outcome; dermatomyositis; idiopathic inflammatory myopathy; imaging; interstitial lung disease; lung disease; melanoma; mortality; myopathy; tool; web based"
Achieving Anatomic Acetabular Fracture Reduction-When is the Best Time to Operate?,"Dailey, S. K.; Phillips, C. T.; Radley, J. M.; Archdeacon, M. T.",J Orthop Trauma,2016,30,8,426-31,10.1097/bot.0000000000000576,"OBJECTIVES: We hypothesize that earlier operative intervention for acetabular fractures improves the probability of achieving an anatomic reduction. DESIGN: Retrospective review. SETTING: Academic level I trauma center. PATIENTS/PARTICIPANTS: Six hundred fifty acetabular fractures treated through open reduction and internal fixation (ORIF) between September 2001 and February 2014. INTERVENTION: Acetabular fracture ORIF. MAIN OUTCOME MEASUREMENTS: Reduction quality was assessed through postoperative radiographs. Displacement of ≤1 mm was considered an anatomic reduction, 2-3 mm imperfect, and >3 mm poor. RESULTS: Anatomic reductions were observed in 85% (n = 553) of cases, imperfect reductions in 11% (n = 74) of cases, and poor reductions in 4% (n = 23) of cases. Patients with anatomic reductions had significantly shorter times from injury to ORIF [odds ratio (OR) interval] (median, 3 d) when compared with either imperfect (median, 4.5 days, P = 0.02) or poor reductions (median, 7 days, P < 0.001) reductions. The OR interval of imperfect reductions was also significantly shorter than that of poor reductions (P = 0.02). Logistic regression analysis demonstrated that OR interval had an effect of -0.12, meaning that the log odds of anatomic reduction decreases by 0.12 with each day from injury to ORIF. CONCLUSION: The interval from injury to operative fixation of acetabular fractures affects reduction quality. Earlier intervention improves the probability of achieving an anatomic reduction; therefore, ORIF should be performed as early as possible, provided the patient is optimized for surgery. LEVEL OF EVIDENCE: Prognostic Level III. See Instructions for Authors for a complete description of levels of evidence.","Acetabulum/*injuries/*surgery; Adolescent; Adult; Aged; Aged, 80 and over; Appointments and Schedules; Child; Clinical Decision-Making/methods; Female; Fracture Fixation; Fractures, Bone/diagnostic imaging/*epidemiology/*surgery; Humans; Male; Middle Aged; Ohio/epidemiology; Open Fracture Reduction/*statistics & numerical data; Prevalence; Prognosis; Retrospective Studies; Risk Factors; Secondary Prevention/*statistics & numerical data; Treatment Outcome; Young Adult"
Current knowledge of risks and benefits of prophylactic oophorectomy at hysterectomy for benign disease in United Kingdom and Republic of Ireland,"Das, N.; Kay, V. J.; Mahmood, T. A.",Eur J Obstet Gynecol Reprod Biol,2003,109,1,76-9,10.1016/s0301-2115(02)00486-4,"OBJECTIVE: To estimate current practice of prophylactic oophorectomy at hysterectomy for benign disease and also define the role of the variables considered prior to making the decision of prophylactic oophorectomy among consultant obstetricians and gynaecologists in UK and Republic of Ireland. DESIGN: A postal questionnaire was sent to all 1536 practising consultant gynaecologists in UK and Republic of Ireland. METHODS AND MAIN OUTCOMES MEASURED: Of the 809 replies received, 21% of the respondents routinely performed prophylactic oophorectomy. There was a wide regional variation; 40% consultants in Wales considered prophylactic oophorectomy compared to 16% in the Northern and Yorkshire regions. Consultants with a special interest with a more surgical bias were more likely to consider performing prophylactic oophorectomy. The majority of respondents estimated that prophylactic oophorectomy would reduce risk of ovarian cancer by up to 5%, and that following hysterectomy and ovarian conservation there was an increased risk of premature menopause. CONCLUSION: There is a large variation and uncertainty in the practice of prophylactic oophorectomy in UK and Ireland.","Adult; Female; Genital Diseases, Female/*surgery; *Gynecology; Humans; *Hysterectomy; Ireland; Middle Aged; *Obstetrics; Ovarian Neoplasms/*prevention & control; Ovariectomy/*adverse effects/statistics & numerical data; Practice Patterns, Physicians'; Risk Assessment; Surveys and Questionnaires; United Kingdom"
Surgical management of thumb deformity in children with hemiplegic-type cerebral palsy,"Davids, J. R.; Sabesan, V. J.; Ortmann, F.; Wagner, L. V.; Peace, L. C.; Gidewall, M. A.; Blackhurst, D. W.",J Pediatr Orthop,2009,29,5,504-10,10.1097/BPO.0b013e3181aa2488,"BACKGROUND: Evidence-based clinical decision-making for the surgical management of thumb deformities in children with cerebral palsy is difficult, primarily because of a lack of consensus with respect to assessment of thumb alignment and function. We have used the Shriners Hospital Upper Extremity Evaluation, a validated assessment tool, to determine the outcome after thumb reconstruction surgery in these children. The goals of this study were to determine the relationship between static and dynamic assessments of the thumb before surgery, the outcomes with respect to static and dynamic alignments of the thumb after soft tissue and skeletal surgery, and the relationship between preoperative spontaneous functional use of the involved extremity (indicative of the magnitude of neurologic impairment) and the change in thumb dynamic alignment after surgery. METHODS: A retrospective case series was performed, consisting of 33 children with hemiplegic-type cerebral palsy who had undergone surgical reconstruction of the thumb between 1998 and 2006. All children had preoperative and postoperative Shriners Hospital Upper Extremity Evaluation analyses performed (mean time to follow-up was 2 y and 2 mo). Static modified House scale of thumb alignment, dynamic thumb positional analysis, and the spontaneous functional use of the involved extremity were compared and contrasted. RESULTS: Dynamic thumb alignment was significantly worse than static thumb alignment (P=0.0005). Comparable improvements were achieved in both static and dynamic thumb alignment after surgical thumb reconstruction (P=0.6242). Optimal outcome was achieved more frequently in the static alignment (82% of cases) than in the dynamic alignment (61% of cases). There was poor correlation between the spontaneous use of the involved extremity before surgery and the changes in thumb dynamic alignment after surgery (Pearson correlation coefficient 0.1554, P=0.39). CONCLUSIONS: Static thumb alignment is not a good predictor of dynamic function, and interventions designed to improve function should focus on the assessment of dynamic thumb alignment. Improvements in both static and dynamic alignment of the thumb are possible after reconstructive surgery (consisting of muscle release, tendon transfer, and skeletal stabilization), regardless of the degree or density of underlying neurologic impairment.","Adolescent; Cerebral Palsy/*complications; Child; Female; Hand Deformities, Acquired/etiology/*surgery; Humans; Male; Plastic Surgery Procedures/*methods; Retrospective Studies; Thumb/abnormalities/*surgery; Treatment Outcome; Young Adult"
Operational models and criteria for incorporating microbial whole genome sequencing in hospital microbiology - A systematic literature review,"Mintzer, V.; Moran-Gilad, J.; Simon-Tuval, T.",Clin Microbiol Infect,2019,25,9,1086-1095,10.1016/j.cmi.2019.04.019,"BACKGROUND: Microbial whole genome sequencing (WGS) has many advantages over standard microbiological methods. However, it is not yet widely implemented in routine hospital diagnostics due to notable challenges. OBJECTIVES: The aim was to extract managerial, financial and clinical criteria supporting the decision to implement WGS in routine diagnostic microbiology, across different operational models of implementation in the hospital setting. METHODS: This was a systematic review of literature identified through PubMed and Web of Science. English literature studies discussing the applications of microbial WGS without limitation on publication date were eligible. A narrative approach for categorization and synthesis of the sources identified was adopted. RESULTS: A total of 98 sources were included. Four main alternative operational models for incorporating WGS in clinical microbiology laboratories were identified: full in-house sequencing and analysis, full outsourcing of sequencing and analysis and two hybrid models combining in-house/outsourcing of the sequencing and analysis components. Six main criteria (and multiple related sub-criteria) for WGS implementation emerged from our review and included cost (e.g. the availability of resources for capital and operational investment); manpower (e.g. the ability to provide training programmes or recruit trained personnel), laboratory infrastructure (e.g. the availability of supplies and consumables or sequencing platforms), bioinformatics requirements (e.g. the availability of valid analysis tools); computational infrastructure (e.g. the availability of storage space or data safety arrangements); and quality control (e.g. the existence of standardized procedures). CONCLUSIONS: The decision to incorporate WGS in routine diagnostics involves multiple, sometimes competing, criteria and sub-criteria. Mapping these criteria systematically is an essential stage in developing policies for adoption of this technology, e.g. using a multicriteria decision tool. Future research that will prioritize criteria and sub-criteria that were identified in our review in the context of operational models will inform decision-making at clinical and managerial levels with respect to effective implementation of WGS for routine use. Beyond WGS, similar decision-making challenges are expected with respect to future integration of clinical metagenomics.","Communicable Diseases/*diagnosis; Decision Support Techniques; Diagnostic Tests, Routine/economics/instrumentation/*standards; Humans; Metagenomics; Microbiological Techniques/economics/instrumentation/*standards; Quality Control; Whole Genome Sequencing/economics/instrumentation/*standards; Hospital microbiology; Implementation; Infectious disease; Policy; Whole genome sequencing"
The management strategies for stage I seminoma,"Josefsen, D.; Fosså, S.",Clin Oncol (R Coll Radiol),2005,17,7,539-42,10.1016/j.clon.2005.07.002,"About 80% of men with seminomatous testicular germ-cell cancer are diagnosed with stage I disease. For many years, the standard treatment for this patient group has been radiation to para-aortic and iliacal lymph nodes at the same side as the orchiectomy. However, iliac radiotherapy is unnecessary in patients without prior inguinal or scrotal surgery. Furthermore, in recent years, other treatment modalities for this patient group have evolved. The use of single-agent carboplatin has shown promising results, similar to the effects obtained by radiotherapy. In addition, surveillance after primary orchiectomy with no additional treatment is found to be a safe follow-up for many of these patients. On the basis of new knowledge about primary tumour risk factors, it is now possible to identify patients at a particular high risk of relapse (rete testis invasion, primary tumour size > 4 cm, or both). This will be a helpful tool to identify patients who can be safely included into a surveillance strategy, and those who could have adjuvant treatment. The final decision about treatment will depend on risk factors, capacity of the healthcare service to carry out frequent follow-up examinations and the patient's own preferences. In this paper, we will discuss advantages and disadvantages of the various treatment options in the management of stage I seminoma.","Antineoplastic Combined Chemotherapy Protocols/therapeutic use; Chemotherapy, Adjuvant; Humans; Male; Neoplasm Recurrence, Local; *Neoplasm Staging; Orchiectomy; Patient Selection; Radiotherapy, Adjuvant; Risk Factors; Seminoma/*pathology/*radiotherapy/surgery; Testicular Neoplasms/drug therapy/*pathology/*radiotherapy/surgery"
Benefits and drawbacks of videoconferencing for collaborating multidisciplinary teams in regional oncology networks: a scoping review,"van Huizen, L. S.; Dijkstra, P. U.; van der Werf, S.; Ahaus, K.; Roodenburg, J. L.",BMJ Open,2021,11,12,e050139,10.1136/bmjopen-2021-050139,"INTRODUCTION: Various forms of videoconferenced collaborations exist in oncology care. In regional oncology networks, multidisciplinary teams (MDTs) are essential in coordinating care in their region. There is no recent overview of the benefits and drawbacks of videoconferenced collaborations in oncology care networks. This scoping review presents an overview of videoconferencing (VC) in oncology care and summarises its benefits and drawbacks regarding decision-making and care coordination. DESIGN: We searched MEDLINE, Embase, CINAHL (nursing and allied health) and the Cochrane Library from inception to October 2020 for studies that included VC use in discussing treatment plans and coordinating care in oncology networks between teams at different sites. Two reviewers performed data extraction and thematic analyses. RESULTS: Fifty studies were included. Six types of collaboration between teams using VC in oncology care were distinguished, ranging from MDTs collaborating with similar teams or with national or international experts to interactions between palliative care nurses and experts in that field. Patient benefits were less travel for diagnosis, better coordination of care, better access to scarce facilities and treatment in their own community. Benefits for healthcare professionals were optimised treatment plans through multidisciplinary discussion of complex cases, an ability to inform all healthcare professionals simultaneously, enhanced care coordination, less travel and continued medical education. VC added to the regular workload in preparing for discussions and increased administrative preparation. DISCUSSION: Benefits and drawbacks for collaborating teams were tied to general VC use. VC enabled better use of staff time and reduced the time spent travelling. VC equipment costs and lack of reimbursement were implementation barriers. CONCLUSION: VC is highly useful for various types of collaboration in oncology networks and improves decision-making over treatment plans and care coordination, with substantial benefits for patients and specialists. Drawbacks are additional time related to administrative preparation.",Humans; *Medical Oncology; Overtreatment; Patient Care Team; *Videoconferencing; Covid-19; adult oncology; oncology; paediatric oncology; palliative care
A Modified Analytic Hierarchy Process Suitable for Online Survey Preference Elicitation,"Pascoe, S.; Farmery, A.; Nichols, R.; Lothian, S.; Azmi, K.",Algorithms,2024,17,6,18,10.3390/a17060245,"A key component of multi-criteria decision analysis is the estimation of criteria weights, reflecting the preference strength of different stakeholder groups related to different objectives. One common method is the Analytic Hierarchy Process (AHP). A key challenge with the AHP is the potential for inconsistency in responses, resulting in potentially unreliable preference weights. In small groups, interactions between analysts and respondents can compensate for this through reassessment of inconsistent responses. In many cases, however, stakeholders may be geographically dispersed, with online surveys being a more cost-effective means to elicit these preferences, making renegotiating with inconsistent respondents impossible. Further, the potentially large number of bivariate comparisons required using the AHP may adversely affect response rates. In this study, we test a new ""modified"" AHP (MAHP). The MAHP was designed to retain the key desirable features of the AHP but be more amenable to online surveys, reduce the problem of inconsistencies, and require substantially fewer comparisons. The MAHP is tested using three groups of university students through an online survey platform, along with a ""traditional"" AHP approach. The results indicate that the MAHP can provide statistically equivalent outcomes to the AHP but without problems arising due to inconsistencies.",multi-criteria analysis; Analytic Hierarchy Process; inconsistencies; online survey; multicriteria decision-analysis; stakeholder preferences; fisheries; management; pairwise; inconsistent; matrix; ahp; consistency; objectives; priorities; Computer Science
Nipple discharge: current diagnostic and therapeutic approaches,"Sakorafas, G. H.",Cancer Treat Rev,2001,27,5,275-82,10.1053/ctrv.2001.0234,"Nipple discharge is a complex diagnostic challenge for the clinician. A variety of diseases (such as intraductal papillomas, mammary duct ectasia, breast cancer, pituitary adenomas, breast abscesses/infections, etc.) can manifest as nipple discharge. The importance of nipple discharge for both the patient and the physician is the possible association of this condition with an underlying carcinoma. With heightened public awareness of breast cancer, an increasing number of women are asking their health care providers about nipple discharge. A detailed clinical evaluation is invaluable to determine the pathophysiology, assess the risk of malignancy, and plan treatment of the patient with nipple discharge. A combination of diagnostic tests, including mammography, breast ultrasonography, and possibly galactography can help the clinician to establish the diagnosis and plan proper management. Depending on the underlying breast pathology, a central or single lactiferous duct excision is the procedure of choice. Breast carcinoma associated with nipple discharge should be treated by either a modified radical mastectomy of breast-conservation therapy (i.e. duct-lobular segmentectomy with adequate, free margins [ideally>1cm], levels I and II axillary lymph node dissection, followed by breast irradiation).","Breast Diseases/diagnosis/pathology/surgery; Breast Neoplasms/*diagnosis/pathology/surgery; Decision Trees; Diagnosis, Differential; Female; Humans; Nipples/*metabolism/surgery"
Classification and surgical decision making in acute subaxial cervical spine trauma,"Patel, A. A.; Hurlbert, R. J.; Bono, C. M.; Bessey, J. T.; Yang, N.; Vaccaro, A. R.",Spine (Phila Pa 1976),2010,35,21 Suppl,S228-34,10.1097/BRS.0b013e3181f330ae,"STUDY DESIGN: Retrospective case series, literature review. OBJECTIVE: To describe and apply an optimal classification system for the management of subaxial cervical trauma. SUMMARY OF BACKGROUND DATA: Traumatic injury to the subaxial cervical trauma is common yet diagnosis and treatment choices remain controversial. The lack of a widely accepted classification system contributes to the variation in care. METHODS: Two clinically relevant questions pertaining to the subaxial spine were developed by consensus from a panel of fellowship-trained spine trauma surgeons. A literature review identified published treatment algorithms for subaxial cervical trauma. Consecutive cases presenting to 2 tertiary trauma centers representing a spectrum of commonly observed, clinically relevant injury patterns were analyzed and the subaxial cervical injury classification system (SLIC) applied. Three representative clinical scenarios of subaxial trauma are presented to demonstrate utilization of the treatment algorithm. RESULTS: Literature review identified only 1 classification and treatment algorithm that met all inclusion criteria. Sixty-five consecutive subaxial cervical trauma cases were identified from which 10 representative injury patterns were selected and described according to the SLIC classification system. This was applied to clinical scenarios and treatment algorithms derived. CONCLUSION: The SLIC system can be used to reliably and effectively classify subaxial cervical trauma. The treatment algorithm described by Dvorak et al, Spine 2007;32:2620-9, can be used to guide surgical decision-making including surgical approach and the sequence of procedures based on injury type.","Adult; Aged; Algorithms; Cervical Vertebrae/injuries/*surgery; Female; Humans; Magnetic Resonance Imaging; Male; Middle Aged; *Orthopedic Procedures; Patient Selection; Predictive Value of Tests; Retrospective Studies; Spinal Cord Injuries/classification/diagnosis/*surgery; Spinal Injuries/classification/diagnosis/*surgery; Tomography, X-Ray Computed; United States; Young Adult"
Effect of professional society recommendations on women's desire for a routine pelvic examination,"Sawaya, G. F.; Smith-McCune, K. K.; Gregorich, S. E.; Moghadassi, M.; Kuppermann, M.",Am J Obstet Gynecol,2017,217,3,338.e1-338.e7,10.1016/j.ajog.2017.05.003,"BACKGROUND: The American College of Physicians strongly recommends against performing pelvic examinations in asymptomatic, nonpregnant women, citing evidence of harm (false-positive testing, unnecessary surgery) and no evidence of benefit. In contrast, the American Congress of Obstetricians and Gynecologists recommends pelvic examinations in asymptomatic women beginning at age 21 years, citing expert opinion. OBJECTIVE: We sought to evaluate if providing women with professional societies' conflicting statements about pelvic examinations (recommendations and rationales) would influence their desire for a routine examination. STUDY DESIGN: We recruited 452 women ages 21-65 years from 2 women's clinics to participate in a 50-minute face-to-face interview about cervical cancer screening that included a 2-phase study related to pelvic examinations. In the first phase, 262 women were asked about their desire for the examination without being provided information about professional societies' recommendations. In the second phase, 190 women were randomized to review summaries of the American College of Physicians or American Congress of Obstetricians and Gynecologists statement followed by an interview. RESULTS: First-phase participants served as the referent: 79% (208/262) indicated they would want a routine examination if given a choice. In the second phase, a similar percentage of women randomized to the American Congress of Obstetricians and Gynecologists summary had this desire (82%: 80/97; adjusted odds ratio, 1.37; 95% confidence interval, 0.69-2.70). Women randomized to the American College of Physicians summary, however, were less likely to indicate they would opt for an examination (39%: 36/93; adjusted odds ratio, 0.12; 95% confidence interval, 0.06-0.21). Overall, 94% (179/190) believed the potential benefits and harms should be discussed prior to the examination. CONCLUSION: Providing women with a professional society's recommendation advising against routine pelvic examinations substantially reduced their desire to have one. Educational materials are needed to ensure women's informed preferences and values are reflected in decisions about pelvic examinations.","Adult; Aged; Decision Making; Female; Gynecological Examination/*standards; Health Knowledge, Attitudes, Practice; Humans; Interviews as Topic; Middle Aged; *Patient Preference; *Societies, Medical; Young Adult; patient preferences; patient view; professional society recommendation; routine pelvic examination"
Fuzzy Methods for Comparing Project Situations and Selecting Precedent Decisions,"Borisov, V.; Chernovalova, M.; Dulyasova, M.; Morozov, D.; Vasiliev, A.",Acta Polytechnica Hungarica,2022,19,10,83-98,,"This paper characterizes project management task aspects substantiating the expediency of applying fuzzy methods for comparing project situations and selecting precedent decisions. It discusses methods for assessing the similarity of the fuzzy features of project situations, based on operations with fuzzy sets, pseudometric distances between fuzzy sets, and the fuzzy distance between fuzzy sets. The paper also describes approaches to comparing fuzzy project situations on the basis of aggregating the results of comparing individual features with the use of various convolutions or fuzzy inference algorithms, as well as by individual priority features. An example of selecting precedent project decisions relevant to project situations is given, where relative pseudometric distance between fuzzy sets is used to estimate the degree of similarity among the fuzzy features of project situations, and the modifiable Mamdani fuzzy inference algorithm is used for comparing fuzzy project situations and selecting precedent project decisions.",project management; fuzzy project situations; fuzzy distance; fuzzy; logic inference; precedent decision; similarity; operations; distance; Engineering
Controversies in the Surgical Management of Gynecologic Cancer: Balancing the Decision to Operate or Hesitate,"Somasegar, S.; Anastasio, M. K.; Karam, A.; Rossi, E. C.; Obermair, A.",Am Soc Clin Oncol Educ Book,2024,44,3,e438550,10.1200/edbk_438550,"Cancer outcomes are largely measured in terms of disease-free survival or overall survival, which is highly dependent on timely diagnosis and access to treatment methods available within the country's existing health care system. Although cancer survival rates have markedly led in the past few decades, any improvement in the 5-year survival of gynecologic cancers has been modest, as in the case of ovarian and cervical cancers, or has declined, as in the case of endometrial cancer. The lack of effective screening options contributes to many women presenting with advanced-stage disease and the need for radical approaches to treatment. Although treatment for early-stage disease can lead to a cure, advanced-stage disease is fraught with a high potential for morbidity and mortality, and recent clinical trials have aimed to assess the noninferiority of minimally invasive options versus aggressive surgical approaches. Of particular interest is fertility-sparing treatments for endometrial and cervical cancers, which have recently been on the rise among younger women. Balancing morbidity with the risk of mortality, and loss of fertility and quality of life requires a targeted patient-centered approach to treatment. This is an ongoing area of intense research and sometimes may challenge current treatment paradigms. In this two-part review, we present an overview of current approaches to gynecologic cancer treatment and the need to de-escalate radical surgical approaches and preserve fertility. We also review the intricacies of ovarian and advanced endometrial cancer treatment, exploring the nuances in surgical debulking timing and its impact on outcomes.","Humans; Female; *Genital Neoplasms, Female/surgery; Quality of Life; Gynecologic Surgical Procedures/methods; Neoplasm Staging"
